17:49:22 10/26/21.49.2021,834 urllib3.connectionpool DEBUG Starting new HTTPS connection (1): api.telegram.org:443
17:52:29 10/26/21.52.2021,469 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606711&timeout=20 HTTP/1.1" 200 2583
17:52:29 10/26/21.52.2021,483 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:52:29 10/26/21.52.2021,634 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
17:52:29 10/26/21.52.2021,767 urllib3.connectionpool DEBUG https://api.telegram.org:443 "POST /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/editMessageReplyMarkup?chat_id=412306507&message_id=1819&reply_markup=%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cu0421%5Cu0432%5Cu044f%5Cu0442%5Cu043e%5Cu0448%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0421%5Cu0432%5Cu044f%5Cu0442%5Cu043e%5Cu0448%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0414%5Cu0435%5Cu0441%5Cu043d%5Cu044f%5Cu043d%5Cu0441%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu0435%5Cu0441%5Cu043d%5Cu044f%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0414%5Cu043d%5Cu0456%5Cu043f%5Cu0440%5Cu043e%5Cu0432%5Cu0441%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu043d%5Cu0435%5Cu043f%5Cu0440%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0413%5Cu043e%5Cu043b%5Cu043e%5Cu0441%5Cu0435%5Cu0435%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0413%5Cu043e%5Cu043b%5Cu043e%5Cu0441%5Cu0435%5Cu0435%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0421%5Cu043e%5Cu043b%5Cu043e%5Cu043c%5Cu0435%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0421%5Cu043e%5Cu043b%5Cu043e%5Cu043c%5Cu0435%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu2705+%5Cu041f%5Cu043e%5Cu0434%5Cu043e%5Cu043b%5Cu044c%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041f%5Cu043e%5Cu0434%5Cu043e%5Cu043b%5Cu044c%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu041f%5Cu0435%5Cu0447%5Cu0435%5Cu0440%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041f%5Cu0435%5Cu0447%5Cu0435%5Cu0440%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu0440%5Cu043e%5Cu043f%5Cu0443%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0438%22%2C+%22callback_data%22%3A+%22region%3Acontinue%22%7D%2C+%7B%22text%22%3A+%22%5Cu0417%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0433%5Cu0442%5Cu0438+%5Cud83d%5Cudcbe%22%2C+%22callback_data%22%3A+%22region%3Asave%22%7D%5D%5D%7D HTTP/1.1" 200 2287
17:52:30 10/26/21.52.2021,606 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606712&timeout=20 HTTP/1.1" 200 2596
17:52:30 10/26/21.52.2021,620 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:52:30 10/26/21.52.2021,789 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
17:52:31 10/26/21.52.2021,26 urllib3.connectionpool DEBUG https://api.telegram.org:443 "POST /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/editMessageReplyMarkup?chat_id=412306507&message_id=1819&reply_markup=%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cu0421%5Cu0432%5Cu044f%5Cu0442%5Cu043e%5Cu0448%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0421%5Cu0432%5Cu044f%5Cu0442%5Cu043e%5Cu0448%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0414%5Cu0435%5Cu0441%5Cu043d%5Cu044f%5Cu043d%5Cu0441%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu0435%5Cu0441%5Cu043d%5Cu044f%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu2705+%5Cu0414%5Cu043d%5Cu0456%5Cu043f%5Cu0440%5Cu043e%5Cu0432%5Cu0441%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu043d%5Cu0435%5Cu043f%5Cu0440%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0413%5Cu043e%5Cu043b%5Cu043e%5Cu0441%5Cu0435%5Cu0435%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0413%5Cu043e%5Cu043b%5Cu043e%5Cu0441%5Cu0435%5Cu0435%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0421%5Cu043e%5Cu043b%5Cu043e%5Cu043c%5Cu0435%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0421%5Cu043e%5Cu043b%5Cu043e%5Cu043c%5Cu0435%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu2705+%5Cu041f%5Cu043e%5Cu0434%5Cu043e%5Cu043b%5Cu044c%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041f%5Cu043e%5Cu0434%5Cu043e%5Cu043b%5Cu044c%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu041f%5Cu0435%5Cu0447%5Cu0435%5Cu0440%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041f%5Cu0435%5Cu0447%5Cu0435%5Cu0440%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu0440%5Cu043e%5Cu043f%5Cu0443%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0438%22%2C+%22callback_data%22%3A+%22region%3Acontinue%22%7D%2C+%7B%22text%22%3A+%22%5Cu0417%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0433%5Cu0442%5Cu0438+%5Cud83d%5Cudcbe%22%2C+%22callback_data%22%3A+%22region%3Asave%22%7D%5D%5D%7D HTTP/1.1" 200 2294
17:52:33 10/26/21.52.2021,213 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606713&timeout=20 HTTP/1.1" 200 2597
17:52:33 10/26/21.52.2021,229 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:52:33 10/26/21.52.2021,386 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
17:52:33 10/26/21.52.2021,407 urllib3.connectionpool DEBUG Starting new HTTPS connection (1): api.telegram.org:443
17:52:33 10/26/21.52.2021,821 urllib3.connectionpool DEBUG https://api.telegram.org:443 "POST /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/editMessageReplyMarkup?chat_id=412306507&message_id=1819&reply_markup=%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cu0421%5Cu0432%5Cu044f%5Cu0442%5Cu043e%5Cu0448%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0421%5Cu0432%5Cu044f%5Cu0442%5Cu043e%5Cu0448%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0414%5Cu0435%5Cu0441%5Cu043d%5Cu044f%5Cu043d%5Cu0441%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu0435%5Cu0441%5Cu043d%5Cu044f%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu2705+%5Cu0414%5Cu043d%5Cu0456%5Cu043f%5Cu0440%5Cu043e%5Cu0432%5Cu0441%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu043d%5Cu0435%5Cu043f%5Cu0440%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0413%5Cu043e%5Cu043b%5Cu043e%5Cu0441%5Cu0435%5Cu0435%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0413%5Cu043e%5Cu043b%5Cu043e%5Cu0441%5Cu0435%5Cu0435%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0421%5Cu043e%5Cu043b%5Cu043e%5Cu043c%5Cu0435%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0421%5Cu043e%5Cu043b%5Cu043e%5Cu043c%5Cu0435%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu2705+%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu2705+%5Cu041f%5Cu043e%5Cu0434%5Cu043e%5Cu043b%5Cu044c%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041f%5Cu043e%5Cu0434%5Cu043e%5Cu043b%5Cu044c%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu041f%5Cu0435%5Cu0447%5Cu0435%5Cu0440%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041f%5Cu0435%5Cu0447%5Cu0435%5Cu0440%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu0440%5Cu043e%5Cu043f%5Cu0443%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0438%22%2C+%22callback_data%22%3A+%22region%3Acontinue%22%7D%2C+%7B%22text%22%3A+%22%5Cu0417%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0433%5Cu0442%5Cu0438+%5Cud83d%5Cudcbe%22%2C+%22callback_data%22%3A+%22region%3Asave%22%7D%5D%5D%7D HTTP/1.1" 200 2301
17:52:35 10/26/21.52.2021,214 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606714&timeout=20 HTTP/1.1" 200 2610
17:52:35 10/26/21.52.2021,229 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:52:35 10/26/21.52.2021,395 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
17:52:35 10/26/21.52.2021,570 urllib3.connectionpool DEBUG https://api.telegram.org:443 "POST /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/editMessageReplyMarkup?chat_id=412306507&message_id=1819&reply_markup=%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cu0421%5Cu0432%5Cu044f%5Cu0442%5Cu043e%5Cu0448%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0421%5Cu0432%5Cu044f%5Cu0442%5Cu043e%5Cu0448%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0414%5Cu0435%5Cu0441%5Cu043d%5Cu044f%5Cu043d%5Cu0441%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu0435%5Cu0441%5Cu043d%5Cu044f%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu2705+%5Cu0414%5Cu043d%5Cu0456%5Cu043f%5Cu0440%5Cu043e%5Cu0432%5Cu0441%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu043d%5Cu0435%5Cu043f%5Cu0440%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0413%5Cu043e%5Cu043b%5Cu043e%5Cu0441%5Cu0435%5Cu0435%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0413%5Cu043e%5Cu043b%5Cu043e%5Cu0441%5Cu0435%5Cu0435%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu2705+%5Cu0421%5Cu043e%5Cu043b%5Cu043e%5Cu043c%5Cu0435%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0421%5Cu043e%5Cu043b%5Cu043e%5Cu043c%5Cu0435%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu2705+%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu2705+%5Cu041f%5Cu043e%5Cu0434%5Cu043e%5Cu043b%5Cu044c%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041f%5Cu043e%5Cu0434%5Cu043e%5Cu043b%5Cu044c%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu041f%5Cu0435%5Cu0447%5Cu0435%5Cu0440%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu041f%5Cu0435%5Cu0447%5Cu0435%5Cu0440%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0438%5Cu0439%22%7D%2C+%7B%22text%22%3A+%22%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu044c%5Cu043a%5Cu0438%5Cu0439%22%2C+%22callback_data%22%3A+%22region%3A%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu043a%5Cu0438%5Cu0439%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu0440%5Cu043e%5Cu043f%5Cu0443%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0438%22%2C+%22callback_data%22%3A+%22region%3Acontinue%22%7D%2C+%7B%22text%22%3A+%22%5Cu0417%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0433%5Cu0442%5Cu0438+%5Cud83d%5Cudcbe%22%2C+%22callback_data%22%3A+%22region%3Asave%22%7D%5D%5D%7D HTTP/1.1" 200 2308
17:52:37 10/26/21.52.2021,111 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:52:37 10/26/21.52.2021,116 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:52:37 10/26/21.52.2021,267 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:52:47 10/26/21.52.2021,358 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:52:47 10/26/21.52.2021,365 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:52:47 10/26/21.52.2021,496 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:52:55 10/26/21.52.2021,343 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606715&timeout=20 HTTP/1.1" 200 23
17:52:57 10/26/21.52.2021,587 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:52:57 10/26/21.52.2021,594 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:52:57 10/26/21.52.2021,729 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:53:07 10/26/21.53.2021,840 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:53:07 10/26/21.53.2021,848 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:53:08 10/26/21.53.2021,85 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:53:15 10/26/21.53.2021,445 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606715&timeout=20 HTTP/1.1" 200 23
17:53:18 10/26/21.53.2021,146 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:53:18 10/26/21.53.2021,152 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:53:18 10/26/21.53.2021,283 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:53:28 10/26/21.53.2021,378 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:53:28 10/26/21.53.2021,386 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:53:28 10/26/21.53.2021,551 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:53:35 10/26/21.53.2021,553 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606715&timeout=20 HTTP/1.1" 200 23
17:53:38 10/26/21.53.2021,641 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:53:38 10/26/21.53.2021,649 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:53:38 10/26/21.53.2021,803 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:53:48 10/26/21.53.2021,903 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:53:48 10/26/21.53.2021,910 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:53:49 10/26/21.53.2021,96 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:53:55 10/26/21.53.2021,654 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606715&timeout=20 HTTP/1.1" 200 23
17:53:59 10/26/21.53.2021,182 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:53:59 10/26/21.53.2021,190 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:53:59 10/26/21.53.2021,335 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:54:09 10/26/21.54.2021,421 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:54:09 10/26/21.54.2021,429 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:09 10/26/21.54.2021,613 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:54:15 10/26/21.54.2021,750 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606715&timeout=20 HTTP/1.1" 200 23
17:54:19 10/26/21.54.2021,697 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:54:19 10/26/21.54.2021,705 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:19 10/26/21.54.2021,852 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:54:27 10/26/21.54.2021,583 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606715&timeout=20 HTTP/1.1" 200 2555
17:54:27 10/26/21.54.2021,599 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
